用户名,评论时间,评论内容,评分,赞同数
山人阿苍苍,2022-06-03 20:39:05,谢苗给我红！！！,40,843
芦哲峰,2022-06-05 15:42:50,目中无人，心有公道。目中无人者，瞎；心有公道者，侠。网大瞎侠，小成本精品武侠，动作和台词都挺干脆，不差。,30,869
海边的曼彻斯特,2022-06-04 15:07:19,质量这么高直接可以上院线了,40,600
胡天柒月,2022-06-03 15:49:30,制作还行，但是这个故事真是简单到简陋，如何拿到投资？,30,613
阿彪在哪,2022-06-15 00:27:01,"网大的局限与极限。
美术组持续输出。
中式英雄主义的再放送。
可以看出有在认真的做一样事，可多半又受限于投资和平台在故事和质感上带来的无法避免的粗糙。",30,183
第七大陸,2022-06-03 12:56:46,一个混着John Wick味道的中式武侠，喝了人家一坛酒就得还人家一个公道。网大受限于成本但非常聪明的选择了小场景+灯光的设计，几场打斗谢苗武打的基础可以保证凌厉。导演是之前《奇门遁甲》的编剧，有几场拷打的戏还挺有尺度的，没想到网大能到如此质感，短小精悍足以让一众玩票的院线片汗颜。,40,492
马史,2022-06-06 11:16:28,谢苗不红 天理难容,40,411
碎碎念,2022-07-11 17:31:44,喜剧片他问你为什么没剧情，恐怖片他问你为什么没剧情，动作片他问你为什么没剧情，但为啥故事片他不问你为啥没喜剧没恐怖没动作呢？豆瓣er就是这个贱毛病，一帮不懂啥叫类型片的沙雕想要又要还要…网大拍成这样，干净利索镜头语言还到位，要什么自行车？一个团队你明明看到他的诚意了，你还问，你拍的还不如黑泽明好看呀！我都替导演心累…为了一碗酒的恩情，在乱世中行侠义道，这不就是中国传统武侠的浪漫吗？哪单薄了？,50,318
居无间,2022-06-03 12:55:59,放在网大维度考量算是精品了。它也是如今难得的能做出武侠风范的国产片。动作场面有氛围上的铺陈，场景、构图、打光都有雕琢感；具体到武打设计，走的是偏写实的硬派路子，尤其是错骨手，招式起落都见细节，断骨一幕好评。成瞎子为了一壶好酒和一个公道，便毅然踏上了锄强扶弱之路，不问生死，不求功名。侠义之心，因其质朴才显珍贵。在国产武侠式微的当下，这样的作品太值得鼓励了。,40,375
陈哈,2022-06-06 09:53:24,不想说打击的话，也不想昧着良心硬捧。最大感触是，好想念徐浩峰啊，不知道他的作品还能不能被看到，你是一个门派的全部未来，一个人，没有同类——想念徐浩峰的作品。,30,68
巴伐利亞酒神,2022-06-03 12:32:57,一部赏心悦目的武侠爽片，从开头的雨夜追凶到最后的雪中燃酒，好一个快意恩仇，替天行道。正如引用李白的“十步杀一人，千里不留行”那样，我们看到了一部具有传统武侠精神的电影，看似玩世不恭的瞎子，却是有血有肉的任侠之士。电影打斗场面精彩纷呈，令人目不暇给。当然，也有不少重口味的拷问画面。如果这个世界需要一个瞎子来主持公道，那一定不是一个光明的世界。它反应出电影的时代背景，一个盛极而衰的大唐现状。这也让曾经是将军后来沦为捉刀人的盲侠，显得更加慷慨悲壮。,40,223
曼特宁,2022-06-07 00:44:18,剧情不复杂，台词没废话，配乐好听，武打还行，女角儿都省钱，导演比王晶强,30,108
我叫里昂,2022-06-03 16:16:36,无功无过，给个三星吧,30,37
渡口无边,2022-06-04 11:49:58,风格化的人物小传，像一本摊开的武侠小说跃然眼前。短短70多分钟却构建起一个丰满的仗义之侠，内热外冷的形象有点酷。故事脉络清晰，情节没有水分，美术和制作上也远超网大的预期。眼瞎心不瞎，快意情仇，值得一看。,40,213
AZWayne,2022-06-20 22:00:40,《疾速追杀》的腔调，《伸冤人》的风格，但骨子里是最正统的武侠内核表达，目中无人，心执侠义。,30,44
内陆飞鱼,2022-07-17 23:03:28,敢模仿座头市，也是熊心豹子胆，剧本、台词、角色、气氛差很多，看打的话，还能看，基本是良心网大。,30,11
朝阳区妻夫木聪,2022-06-09 20:40:31,跟前两天看的那个《山村狐妻》刚好可以对照着来看。这个明显就感觉到，影像质感是有的，导演也挺会拍的，很多镜头包括光线调度都是精心设计过的，但是另一方面，内容上就显得相对单薄了。当然，故事难有难的讲法，简单也有简单的讲法，这样一个切口很小的故事来做减法也不是不可以，但是人物塑造上就会显得稍微弱了一些。不说别的，瞎子听力这么好，别人全家被灭了，噼里啪啦声音那么大，他睡在一边愣是完全没醒？这酒度数这么高吗……,30,30
拔剑四顾心茫然,2022-06-06 23:31:26,一双错骨手，一把听风刀，一招楼兰斩，一颗侠义心。为什么叫《目中无人》？因为捉刀人所过之处皆是刀下亡魂。导演确实是真心下功夫了，双钩猴子与双刺近卫身上透露出的邪怪之气怕是从《兽兵卫忍风帖》处得来的灵感，道具设计则讲究以物喻人，琴娘与丝竹之韵为伴，远离纷争；盲侠以长刀傍身，大开大合，豪迈磊落；宇文英长弓在手，专放冷箭，残酷无情。声音设计上也有彩头，《剑豪龙虎斗》里标志性的呼麦与摇铃全用上了，中间有一段羌笛？吉他比较出戏，雪地一战的提琴换成马头琴会更有味道。决战时瞎子还整了一套《只狼》同款皮肤，连隐藏技能大轮明王的火焰刀LV MAX都习得了，多少有点画蛇添足了，近些年在兵器和动作设计上玩的最出彩的还得是路阳的《绣春刀》。除了嘴硬心软的主角，其他人都较单薄，故事也简单，但这年头冷兵器剑戟片，看一部少一部。,40,143
乍暖,2022-06-03 12:49:27,一个快意恩仇的复仇故事，行云流水，刀光剑影。电影节奏明快，风格偏向写意，没有多余的台词和强调杀戮的爽感，紧张的鼓点、凄凉的哨音、抚慰的琴声，在剑戟片的基础上融入了中式的禅意。片名《目中无人》既霸气又揭示了“眼盲心不盲”的主题，捉刀人寻的是一个公道。我喜欢最后舞台剧般飞雪中报仇的设计，人生在世，波涛难定，清白难申，那是电影下给屏幕内外所有人的六月雪。,40,121
合,2023-01-05 13:29:46,一分给谢苗，一分给资金，一分给网大的鼓励。不卖肉，不搞虚假营销，但是剧本太弱了，服化道透露着《座头市》的日本味，高潮戏从出刀动作到建筑设计还有家纹太日式了。,30,6
如虎添翼,2022-06-07 21:16:06,身手利落，火龙斩帅爆！,30,31
Grass,2022-06-04 19:47:44,如果你自认为有着一定电影鉴赏水平的话，听我的别看,20,236
同志亦凡人中文站,2022-06-07 03:46:18,简单粗暴，昆汀附体，就是血浆还少了点儿。我的武侠魂又烧起来了啊...,40,44
东门捷径小V,2022-06-03 13:04:31,男主人公成瞎子身为大理寺职业捉刀人，一向拿钱办事却不问任务出处，作为隐世高手的他在一次偶然的机会下不惧权贵，要替百姓行道，只身踏上复仇之路的故事。也难怪将故事背景设置在盛唐时期，因为不仅可以向观众展现出属于盛唐期独有的服化道的魅力，也能深入地刻画在盛世之下小人物的苦难。此外偏写实风格的动作戏也提升了整个片子的质感，令观众在一场场气势汹汹，干净利落的打斗中期待成瞎子如何用自己的力量来终结邪恶，对于以往的优秀武侠片也是一种继承。,40,48
壹安²,2022-10-23 23:55:29,感性评价，这两年网大的惊喜越来越多了！（不借鉴《长安十二时辰》、再极致一些会更好）,30,3
Henuy123,2022-06-03 17:33:43,打斗场面不错 但是剧情有点假 全部身家给一个非亲非故的人还给人报仇，盲人再厉害也打不过会武功的健全人，2颗星给武打效果,30,19
少侠兄,2022-06-08 22:57:09,这么多年，谢苗终于找对路子了,40,32
忘殤淺寞,2022-06-26 21:07:46,"虽然小成本，但服化道和演员的演技都还挺认真的，剧情确实单一了一点，但那种为了正义和公道不惜挑战权贵还是很值得被赞叹的。
杀一个人要偿命，但杀一万个人就不用了。这个世界的现实真是太扎心了。",30,8
峰峰峰峰,2022-07-12 12:32:02,故人一杯酒，万里相揖送。风雪夜杀人，白刃血纷纷,-t,1
обломов,2022-06-05 08:57:50,魏君子总算把武侠玩明白了，可惜世间却再无座头市,30,18
张天翼,2022-06-08 15:36:10,三星半，故事有点弱，但多给半星鼓励分。这74分钟里的“武”和侠气，比那几部轮番吹嘘“国产武侠支棱起来”的剧加起来都多。几场打戏都拍得颇有水准，喷酒定位、雪中燃酒，都打得有纹有路，有清晰连贯的递招拆招，有贴合性格的巧妙设计。成瞎子因为曾接受过一点善意一顿酒，就愿为素昧平生、连长啥样都不知道的人拼上性命，只为讨个公道，这，才，叫，侠。谢苗有些角度像宋洋，不算俊美，但有故事感，适合银幕【主角是个退伍瞎眼老兵，一直想起《屏住呼吸》…,40,17
白牙尖,2022-06-19 22:17:23,有些镜头很妙，可以看出导演和编剧是有自己想法的人，这不是一部洗钱的电影。但是女演员的表演又让人感觉是关系塞进来的。,40,14
劉圍觀,2022-12-04 10:04:30,意境审美动作都极好的一部武侠片，只是故事线太单薄了，找个厉害的编剧打磨一下剧本的话，不输《剑雨》,40,9
沉默的导航,2022-06-25 23:55:08,就挺中二的，剧情啥的不能细究。,30,5
子戈,2022-06-04 22:17:15,"完成度挺高，也挺利落的一部小片。
“杀一个人要以命抵命，杀几千人就不用了，这道理你都不懂？”",30,2
乐然,2022-06-03 13:22:44,说实话，我看到最好看的网大，剧情虽简单，但非常精彩，美学武打非常完美，谢苗应该是国内动作演员的希望了,50,237
Lucifer,2022-06-05 16:31:13,今年国产电影最好的一部分，虽然没有特别有名的人物，但氛围、节奏、影像……都非常棒，拍出了唐朝的势、侠客的义……不是瞎子“目中无人”，是这些中国电影都不够瞎子看啊,50,152
Clyde,2022-07-17 11:32:36,1、挺过瘾的武侠片。故事稀松平常，但风格化和制作水准，都见用心。魏君子作为制片人，有着一份旧情怀在。2、小时候挺喜欢看谢苗演的武打片，成年后，他少有独挑大梁的机会，这回演成瞎子，硬朗、沧桑、正义感爆棚，都演得挺酷，范儿十足。3、中等体量，古典叙事，快意恩仇，不失为网大的好方向。4、雷布斯推荐，算是跨界应援。5、魏君子主导的院线片，都差强人意，但在网大领域，他玩得风生水起，盖因他熟悉的港片模式，是当下网大的最佳选择。,30,1
彭先生不失眠,2022-06-04 10:51:30,妈呀，这也太好看了吧，我以为是一部粗制滥造的小电影，没想到电影虽小，但是非常用功啊，画面，故事，节奏，配乐都有一股传统的中国武侠剧的美，我已经好多年不看武侠电影了，真不错，满分满分。,50,116
豆友185232544,2022-06-04 05:35:06,如果是院线，我给3到4星，但网络电影这个程度，我给5分,50,67
大隐隐于市,2022-06-21 14:11:54,"这部电影充分给我们展示了一个删除废戏的正常武侠片就只有70多分钟。


分割线
谢苗长大变糙了，也正是这样使得它区别于现代武侠奶油小生轻浮武侠。片中拳拳到肉，刀刀见血，充满原始武侠味! 这部片也重启了尘封已久的邵氏武侠风格。不拖泥带水，恩怨情仇，一刀下去，干净利落!",40,11
李松石Linden,2022-06-13 22:58:21,虽然是一部网大，但做出了江湖气息和电影质感。情节是很传统的英雄救美，格外有着复古的侠气。很多运镜水平很高，谢苗的打戏也是干净利落，好可惜这么好的一位打星都没有红。,40,4
st.moto,2022-06-04 20:38:51,预告挺好 正片真的太差了,20,46
一贫,2022-07-08 03:49:15,讨一碗酒，讲一个公道。手起刀落，短小精悍。,30,1
狄飞惊,2022-09-01 09:06:22,瞎子这个设定，让谢苗脱胎换骨了，但对剧本而言，却只能算浅尝辄止。仅用目盲心明来暗喻时世，过于表面省事。花满楼出场时无所不能，可当心爱女人的身体在他手上逐渐变冷时，因目盲而导致的无助和悲凉，读者都感受到了。两相比较，这个捉刀人因为生理缺陷而遇到的问题，就显得太简单浅显了，如果纯为写意，渲染他的算无遗策，那就不该把自己的红颜知己搭了进去。还有棍中刀及睁眼的包袱，也抖早了，以致观众会期待结尾还埋伏有大招，但其实并没有。,30,1
梅岭藏殊梅长苏,2022-06-13 10:49:06,武打不错，但剧情太平了,20,4
老晃,2022-06-05 11:22:21,剧本弱,20,8
爱笑男孩杰乌索,2022-07-25 17:42:35,"一眼丁真，鉴定为：平庸及格。
剧情简单，打戏勉强一般，不过这样一个及格电影能成为今年武侠第一，那确实也蛮讽刺的。
郭将军是郭子仪吧。",30,1
爱吃鱼次方,2022-06-02 22:17:10,"牛逼还是你们牛逼，删影评、举报禁言。这么玻璃心吗？

还是那句话，抄袭、满满的倭风！

再来人身攻击的，继续把证据贴上去，都有留底。",10,21
哦米葛,2023-01-15 05:36:02,只能说还能看得下去的电影。以前小时候武侠片就是这样。没啥新意但也能坚持看下去，逻辑有点问题，瞎子活着，酿酒妹拿了瞎子的钱仇也报了，合着只有琴娘一个人死了？凭啥啊？这不就是相当于要么酿酒妹死，要么琴娘死吗？瞎子没救人啊，换个人死而已,30,4
kylegun,2023-02-22 01:25:10,街头揍狗官，雨夜扫赌档，铁丝审喽啰，殓房斗钩怪，喷火当白金，暗箭贵公子；唐末座头市雪夜剪影有点摆，简单直接有诚意的B级武侠片，期待续集,40,2
L.L,2022-10-17 05:38:49,会让我想到《浪客剑心》. 谢苗真的很好，真的很好！,40,5
喜悦之地,2022-06-06 15:33:39,导演是个好导演，希望以后有更好的作品吧,30,18
青鱼,2022-07-24 12:22:56,"雪中……悍刀行？
最后一场，一人一马，雪中对话的场景，简直不要太美了！凛冽、粗犷、残酷又热血！
美术、摄影、导演，简直不要太牛了！好写实好真切的江湖！这才是真正的武侠！没有那么多玄幻，没有那么多阴谋，就是凛冽的江湖。
谢苗已经要演大叔了？不过演的太好了！好沧桑好沉稳，这不就是杀手不太冷！哈哈，那个女孩也选的挺好的，虽然后面眼神有点木，但前面好清新气质好干净。就是琴娘……真的好可惜。
其他都没啥说的，就是剧情吧，有点老套，有点太紧凑有点挤了，而且不够好看不够吸引人，剧本可以再好好磨一下。感觉这导演拍成剧肯定好看，绝对是另一个路阳，不过剧本确实不太给力。好希望琴娘也是个隐藏高手。
作为一部网大，我愿意给四星。",40,8
麻绳,2022-06-06 20:43:36,拍得挺认真的，就是对这个故事毫无兴趣。谢苗身手不错，就是形象太吃亏了，不帅也不酷。,20,3
菜根,2022-06-25 20:00:50,武侠片，剧情老套路了，但突然来一段悔亲，又说十年经营付诸东流，感觉剧情又丰富了。希望镜头信息多些，剧情丰富些。祝中国网络大电影越来越好！,30,1
2018黑白灰,2022-06-04 22:47:30,事了拂衣去，深藏功与名。,50,64
ZeonGin Sou,2022-06-09 23:52:04,陆版《座头市》。剧情内容相当于一集美剧。最后，宇文英躲在暗处射成瞎子的模样，像极了在老头环中的我。这个江湖，武侠片还是太少了。,20,6
AL·sin,2022-06-08 22:07:14,3.5。爽片。很有亮点。值得更有深度的剧情。,40,4
风间隼,2022-12-30 01:54:00,唐版盲侠，本格武侠片。以西部赏金猎人设定开头，以剑戟片下克上的激昂收尾。为正义出头，百死无悔，最后被电到。风格让人想起《刀》、《独臂刀之情》和《六刺客》等武侠经典和三隅研次、工藤荣一等剑戟片宗师的美学趣味，是武侠迷拍给武侠迷看的片子。武器设定有巧思，葡萄酒火攻是惊喜。最爱70多分钟干净利落的叙事，还不乏余味，有武侠黄金时代的遗风。所谓“心头有爱，目中无人”，值得一看。,40,1
豆友191263654,2022-06-04 21:21:15,前几分钟有点那意思，美术摄影不错，动作戏可以再流畅些 到女主哥哥回来开始拉垮了，谢苗表演痕迹太重，演大侠不用使劲儿，松弛克制，说台词也太用力，仿佛在说快看我的下颌线！快看我学的谷子地！女主演的也很套路，电影学院暑假作业的感觉，判官也喊着演，是导演的失控,20,7
獨孤求敗,2023-05-02 14:06:08,男主造型越看越像张小敬,40,0
WIKI魏,2022-07-21 12:42:53,火龙斩帅，雪景漫画，不搞爱，不废话，一双错骨手，一把听风刀，一招楼兰斩，一颗侠义心，一个快意恩仇替人复仇的故事，有人为了江湖之义，可将一生轻掷之。这片儿是可以花钱的那种。,40,2
日生辛瓜辛,2022-08-02 21:35:31,这质量完全可以上院线了，如果血浆多一点就更爽了！路阳导演快找谢苗演绣春刀三！,40,1
人在江湖和為貴,2022-06-04 20:32:10,这就是我想看的武侠片，畅快淋漓,50,57
老罗Lazzaro,2022-06-25 22:37:43,独刀江湖，为公除恶。小成本武侠网大，故事简单直接，动作出彩有侠气，结尾光影设计呈现出的意境还别有风格。,30,1
撸卡斯,2022-06-14 00:03:27,这不就是演的唐山事件吗？只是所有网友演的那个心不瞎的瞎子,50,52
搬砖侠,2022-06-04 11:53:47,纯武侠题材，在网大领域值得肯定，武打动作也算认真，谢苗毕竟有功夫底子，故事简单直接快意恩仇，但还是老问题，滥用美术和特效，角色塑造浮夸，网大通病。,20,0
巧克力,2022-07-14 20:14:02,很久没有看过这么简单但是精彩的电影了，贪多嚼不烂，一个导演认真打磨一个故事真的很棒，大道至简。画面也很美，雪中杀人，酒➕火焰，剑法流畅，谢苗太帅了！李连杰来客串下那就太棒了！,50,20
品客,2022-06-18 22:46:46,"有史以来第一部可以打四星的网络电影，看得出导演在写剧本的时候完全是把自己对电影的热爱都放进来了，我看到了冈本喜八的影子，看到了b级片的恶趣味。
为类型作者提供讲故事的平台，网络电影本就应该这样子！",40,5
安东,2022-06-05 23:32:06,超出预期，网大里完成度颇高的了，挺好看。,30,12
黄悦_,2022-06-11 18:02:13,为了一个萍水相逢的人 能付出生命去帮她讨回公道吗？成瞎子说“我眼睛瞎了 但我的心没有” 这就是大侠风范吧。,30,2
终诚卷书,2023-04-14 17:54:47,剧情很简单，但是打戏是真的太好了，导演的镜头调度很有侠气。除了甩刀灭火那里，最后一段几乎黑白的雪中打斗，那个雪不能更假，但是质感就是极好,40,3
国产凌凌期,2022-07-27 16:50:50,谢苗跟着杨秉佳和秦鹏飞这哥俩算是在网大里找对路子了。,30,0
辣手修猫,2022-06-05 20:03:41,剧情很简单，但是制作的特别认真，跟那些烂俗的网大不同，是真的能感受到剧组的认真程度，剧中主人公成乙也是谢苗拍的那么多烂片里面最有魅力的一个角色。,30,12
牛奶很忙,2022-06-07 15:43:24,座头市之俩大叔的功夫梦，真的不错,30,5
乌鸦火堂,2022-06-07 17:45:15,"还不错，有风格有腔调，作为网络电影完全合格。

打斗风格点类似徐克的《刀》和甄子丹的《战狼传说》，追求凌厉。风格好似日本剑客电影，谢苗饰演的捉刀人活脱一个浪人，尤其是最后一幕，黑白肃杀的舞台场景，美术指导还是很亮眼的。

但该片还是有着网络电影局限性，就是上述卖点外一切都显得漫不经心，比如台词就和部分情节相对粗糙。最重要的是角色和故事的适配度，跟主角是不是盲人没有关系，前不久《盲战》好歹还有主角盲了之后被人利用、黑灯之后反杀成功这样的“夜魔侠”优势，这一方面设定本片则非常少。盲武士的身份大概只是为了表达“目中无人，公道在心”的观念吧。整体来说值得一看。",30,5
JQ,2022-07-09 04:21:33,又上当了，无趣的片子，一个人大杀四方眼都不眨（哦，人家是瞎子，确实不用眨眼）干翻几百个，画面不美音乐无感，都2202年了还给我看这种，更可笑的是多瑙评分竟然9.5，呵呵！,20,4
周眠,2022-06-14 11:57:49,“没有公道的事情我们见了多少，你给得过来吗？！”“那就从她开始吧。”,50,6
榜上有名猫,2022-07-03 21:50:28,因为预期低，结果超预期，快意恩仇，爽！但特效方面过度渲染，建议应该收敛些，注重实感而往拼死往视觉系靠拢。,40,1
潇潇宇歇,2022-06-07 21:20:36,"谢苗的网大事业终于取得了突破，撒花！PS：本片结构完整，构图精美，故事情节紧张严密，动作场面干净利落，确实是佳作！当然，本片也有瑕疵，比如牛肉面当街卖这种事，在唐代，耕牛不允许随意宰杀，牛肉更是难得吃上，当街卖就有点水浒的赶脚了。另外，本片有些许以倭代唐之感，比如在最终决战之时成瞎子的刀法就有点日式剑戟片的感觉，宇文家举办葬礼时跳的舞蹈也像日式舞蹈。不过瑕不掩瑜，整体还是很优秀的。
PS2：做对的事有时候不需要理由，仅仅因为它是对的！",50,21
三叶刀,2022-10-18 10:32:36,"70分钟的电影，现在已经很少很少了，一部热血武侠片，该有的都有了，酣畅淋漓。动作、音乐都很棒。
杀一个人要偿命，杀一万个就不用了。政治，乃至大局，也就是这样了。",50,9
司马良木,2022-07-22 18:57:00,这个电影告诉我们，电影的简单制作并不难，符合基本的文学戏剧规律、美术音乐服化道团队正常到位，就可以。依然能获得网友好评。只有当团队完全为了规律以外的东西、毫不在意侮辱观众尊严这件事而操作时，烂才开始没有边际。,50,22
玫瑰水母,2022-07-30 21:40:25,是有点东西的网大，导演水平不糙，台词也不尬（不过最大bug就是瞎子不可能听不到女主被灭门的惨叫声），武戏可以，意境也营造到位了，有些镜头挺好看的,40,1
Tony_Yeung,2022-07-29 12:53:38,"百战归来酒尚温，繁霜侵鬓转消沉。但愿人间留侠气，不教狐鼠敢相侵。
再简单而普通的剧本和制作，也难掩那久违了的侠义。其实，江湖本就纯粹，一念起百剑生，恩仇快意，舍生取义，讨个公道罢了。",40,4
福利,2022-06-09 13:53:33,故事虽然简单，但是就是纯粹的武侠片，配乐和效果动作都很好！！难得好片,50,17
手拥兵♬,2022-06-04 16:06:54,看得出男主演员本人身手不凡，这可能是看过的最帅的武侠世界里的瞎子了吧，行侠仗义惩恶扬善长相也很凌厉，颇有枭雄之风。感觉武侠小说里的瞎子往往都是深藏不露的高手，眼瞎心不瞎，凭一身功夫总能在江湖中大有一番作为。这大概就是“上帝关闭了一扇门就会为你打开一扇窗”吧。,50,21
知难而退,2022-06-03 19:43:40,"堪称第二部 盲战 了。在网大里中等了
剧情源自战狼么→_→
超级英雄 盲僧 ，这个人物造型和 海贼王 藤虎一笑 几无区别。",10,14
张华弥,2022-06-03 12:56:10,盲侠复仇记。致敬经典的设定，主人公招招下死手，拷问、斩首干净利索实在痛快，雪中决战的招式很有创意，反派虽然不够打，但因为原生家庭背景立体了许多，完成了性格上的蜕变。可以说，盲侠是唯一一个承认自己不看脸的，所以他的行侠仗义就多了几分铁肩担道义的正气。,40,14
苏乏,2022-07-21 00:10:59,够胆只拍74分钟，摄影、灯光和导演磨合得非常好，秦鹏飞的动作添彩不少，无论对谢苗还是导演，都称得上代表作,-t,3
冰山的阴影,2023-04-13 00:43:28,一次漂亮的武侠回潮，可以给四星鼓励。,40,0
道臣岚,2022-09-01 16:27:42,不错，相当不错。一直想看武侠片拍出西部范儿，这片有那味儿了！其实武侠片故事不用那么复杂，人物立得住，矛盾够激烈，动作够狠，镜头够风格，就很好了。,40,5
Panda的影音,2022-07-04 22:48:50,和去年的那部《硬汉枪神》类似：就拍摄制作而言感觉还不错，但影片本身还是没能让我很喜欢。★★★☆,40,2
Miss不S,2022-06-11 23:45:32,可以一片封神了，故事好、画面好、演技好。经历过世事才知道哪有什么公道可言，忍才是寻常生活，英雄救美的故事看看就好，如果因此期待自己得偿所愿，恐怕要一生坎坷了。,50,23
小A,2022-10-05 18:07:03,飞机上看的。质感有。,30,0
深夜的阿斯伯格,2022-07-04 08:20:59,更像是一个日本幕府的故事,30,1
大号煎饼,2022-06-05 22:52:45,特点鲜明简单粗暴直男最爱,40,8
梁威是条狗,2023-04-06 09:41:32,军中将士缘何沦为赏金猎人，舍身挑战权贵势力只为讨公道？虽然是网大，但是质量很高，服化道良心，除了女主演技比较垮。动作场面和镜头语言相得益彰，社会矛盾与人性善恶的纠结，这也让人物身上有很多故事值得挖掘。看来续集上院线，确实值得期待。谢苗看来要熬出头了。,40,0
走马,2022-06-06 22:55:51,啥呀这是，你们都是魏君子的朋友吗？,10,10
大侦探凤梨,2022-06-12 20:49:57,起点那么高的谢苗现在沦为只能拍网大，也是挺令人唏嘘的，不过好在他一直在努力、一直没放弃。,40,4
大侦探凤梨,2022-06-12 20:49:57,起点那么高的谢苗现在沦为只能拍网大，也是挺令人唏嘘的，不过好在他一直在努力、一直没放弃。,40,4
viennavirus,2022-07-04 16:42:57,怎么说呢，把那个从剑戟片到新武侠年代的东西几乎是原汁原味地翻出来，简直近乎于一种文化保全。表演略寒碜，但胜在干净利落，无论是节奏还是动作。,40,2
毛栗子爱果果,2022-06-28 19:41:17,“一双错骨手，一把听风刀，一招楼兰斩，是你叫醒了这个瘟神。”,50,10
胡桃园咔嚓女王代表老柴咔了你,2022-07-10 13:29:52,好好看！很难得一个片男主角长的不好看，但是能看下去的，故事说的比较合理， 情节比较简单，但故事说的比较好，表达也很适合，画面镜头也很好看，动作设计有亮点，是当下这些年头十分难得的武侠片了，小成本，但却有点大片感，打光和后期都不错，摄影很好。有一些小缺点，比如开头瞎子在院子里睡了一觉，没有人发现他，丧礼那里有点像非洲的祭祀，救女主的时候，一刀反光那里反光亮了些，结局之前的女杀手的裤子有点像日本的袴（我不知道我们中国有没有这种裤子，但是往时的古装片基本没看到同样式的），总之这些小缺点基本可以忽略，优点是很明显的。在故事情节上，这是个关于侠士扫除黑恶势力的片子(｡･ω･｡)ﾉ♡ 。我友人跟我说，男主角是当年新少林五祖里面李连杰的儿子，哇哦，长这么大了。海报做的太丑了，差点因为海报就不看这片,40,1
