日期,最高温度,最低温度,天气,风向
2022-04-27 周三,32°,24°,多云,南风3级
2022-04-28 周四,31°,25°,小雨~雷阵雨,南风3级
2022-04-29 周五,30°,24°,多云~雷阵雨,南风2级
2022-04-30 周六,29°,16°,多云~中雨,东北风2级
2022-05-01 周日,17°,16°,大雨~小雨,北风3级
2022-05-02 周一,21°,16°,多云,东北风3级
2022-05-03 周二,26°,15°,多云~晴,东北风2级
2022-05-04 周三,29°,18°,多云,东北风2级
2022-05-05 周四,30°,19°,多云,东南风2级
2022-05-06 周五,30°,21°,多云~阵雨,东南风2级
2022-05-07 周六,26°,21°,中雨~雷阵雨,东南风2级
2022-05-08 周日,24°,22°,小雨~雷阵雨,东南风1级
2022-05-09 周一,28°,23°,多云~雷阵雨,东南风1级
2022-05-10 周二,27°,23°,小雨~暴雨,东南风3级
2022-05-11 周三,26°,22°,小雨~暴雨,东南风2级
2022-05-12 周四,27°,23°,大暴雨~暴雨,东风2级
2022-05-13 周五,24°,22°,大雨~中雨,北风2级
2022-05-14 周六,24°,19°,多云~中雨,东北风2级
2022-05-15 周日,24°,16°,小雨~中雨,东北风3级
2022-05-16 周一,22°,16°,多云,北风3级
2022-05-17 周二,28°,17°,多云,东北风2级
2022-05-18 周三,29°,19°,多云,东南风2级
2022-05-19 周四,30°,21°,多云,南风1级
2022-05-20 周五,32°,23°,多云~阵雨,南风2级
2022-05-21 周六,28°,24°,大暴雨~中雨,东南风1级
2022-05-22 周日,27°,24°,多云~大雨,东南风2级
2022-05-23 周一,26°,23°,多云~阴,东风2级
2022-05-24 周二,29°,24°,多云~雷阵雨,东风2级
2022-05-25 周三,29°,24°,多云~雷阵雨,东南风2级
2022-05-26 周四,31°,25°,多云~雷阵雨,南风2级
2022-05-27 周五,29°,24°,大雨~中雨,东南风2级
2022-05-28 周六,32°,25°,多云~雷阵雨,东南风3级
2022-05-29 周日,32°,25°,多云~雷阵雨,东南风3级
2022-05-30 周一,33°,25°,小雨~雷阵雨,东南风2级
2022-05-31 周二,31°,25°,阴~雷阵雨,东南风2级
2022-06-01 周三,31°,25°,多云~雷阵雨,南风2级
2022-06-02 周四,30°,26°,多云~雷阵雨,南风3级
2022-06-03 周五,32°,26°,中雨~雷阵雨,南风3级
2022-06-04 周六,32°,26°,阴~中雨,南风3级
2022-06-05 周日,32°,25°,多云~雷阵雨,西南风3级
2022-06-06 周一,32°,24°,小雨~大雨,西南风2级
2022-06-07 周二,27°,24°,大雨,东风1级
2022-06-08 周三,28°,24°,阴~中雨,东南风2级
2022-06-09 周四,26°,24°,暴雨~中雨,东南风2级
2022-06-10 周五,29°,25°,中雨,南风2级
2022-06-11 周六,27°,26°,阴~中雨,东南风2级
2022-06-12 周日,29°,26°,阴~雷阵雨,西南风2级
2022-06-13 周一,31°,24°,大雨~暴雨,西南风2级
2022-06-14 周二,27°,24°,中雨~大雨,东北风1级
2022-06-15 周三,30°,24°,多云~大雨,东南风1级
2022-06-16 周四,30°,24°,小雨~阵雨,东南风1级
2022-06-17 周五,31°,24°,多云~暴雨,南风3级
2022-06-18 周六,31°,25°,小雨~大雨,东南风3级
2022-06-19 周日,31°,25°,多云~雷阵雨,南风3级
2022-06-20 周一,30°,26°,小雨~雷阵雨,南风3级
2022-06-21 周二,29°,27°,多云~阴,东南风3级
2022-06-22 周三,33°,26°,多云,东南风3级
2022-06-23 周四,34°,26°,多云,东南风3级
2022-06-24 周五,34°,25°,多云,南风2级
2022-06-25 周六,32°,25°,多云,南风3级
2022-06-26 周日,34°,26°,多云,南风3级
2022-06-27 周一,33°,25°,多云,南风3级
2022-06-28 周二,34°,26°,多云,东南风3级
2022-06-29 周三,35°,26°,小雨~雷阵雨,东南风2级
2022-06-30 周四,32°,25°,多云~中雨,东风3级
2022-07-01 周五,32°,25°,多云~大雨,东北风3级
2022-07-02 周六,27°,25°,大雨,东风4级
2022-07-03 周日,29°,25°,暴雨~大雨,东南风4级
2022-07-04 周一,28°,26°,中雨~大雨,南风3级
2022-07-05 周二,30°,26°,多云~中雨,南风2级
2022-07-06 周三,30°,26°,多云~中雨,东南风2级
2022-07-07 周四,30°,26°,暴雨~雷阵雨,东南风2级
2022-07-08 周五,34°,26°,多云~雷阵雨,东南风2级
2022-07-09 周六,34°,26°,多云,东南风2级
2022-07-10 周日,36°,26°,多云,东南风2级
2022-07-11 周一,35°,26°,多云~晴,东南风2级
2022-07-12 周二,35°,26°,多云,东南风2级
2022-07-13 周三,36°,26°,多云~晴,东南风2级
2022-07-14 周四,35°,26°,晴~雷阵雨,南风2级
2022-07-15 周五,35°,26°,中雨~多云,西南风2级
2022-07-16 周六,35°,26°,多云~晴,西南风3级
2022-07-17 周日,35°,27°,多云~雷阵雨,西南风3级
2022-07-18 周一,35°,28°,多云~雷阵雨,南风3级
2022-07-19 周二,34°,27°,多云,东南风3级
2022-07-20 周三,35°,26°,多云~晴,东南风3级
2022-07-21 周四,35°,26°,多云~晴,东南风3级
2022-07-22 周五,37°,26°,晴,西南风2级
2022-07-23 周六,37°,27°,晴,西南风2级
2022-07-24 周日,38°,27°,晴,西南风2级
2022-07-25 周一,37°,27°,晴,南风2级
2022-07-26 周二,37°,28°,晴,东南风3级
2022-07-27 周三,37°,27°,多云~晴,南风2级
2022-07-28 周四,38°,27°,晴~多云,西南风2级
2022-07-29 周五,38°,27°,多云~晴,南风2级
2022-07-30 周六,36°,27°,多云~雷阵雨,东南风2级
2022-07-31 周日,36°,26°,晴~雷阵雨,西南风2级
2022-08-01 周一,36°,26°,多云~雷阵雨,南风2级
2022-08-02 周二,37°,25°,多云~中雨,南风2级
2022-08-03 周三,33°,25°,阴~暴雨,东南风2级
2022-08-04 周四,28°,25°,小雨~大雨,东风2级
2022-08-05 周五,31°,25°,多云~雷阵雨,东南风3级
2022-08-06 周六,33°,25°,多云~雷阵雨,东南风2级
2022-08-07 周日,34°,25°,多云,东南风2级
2022-08-08 周一,33°,25°,多云~雷阵雨,东南风3级
2022-08-09 周二,30°,24°,小雨~大雨,东北风3级
2022-08-10 周三,30°,25°,小雨~中雨,东风4级
2022-08-11 周四,30°,25°,小雨~雷阵雨,东南风3级
2022-08-12 周五,28°,25°,多云~雷阵雨,东南风2级
2022-08-13 周六,31°,24°,多云,东南风2级
2022-08-14 周日,34°,25°,多云,南风2级
2022-08-15 周一,36°,27°,多云,东南风2级
2022-08-16 周二,34°,26°,阴~雷阵雨,东南风2级
2022-08-17 周三,32°,26°,多云~雷阵雨,东南风3级
2022-08-18 周四,31°,25°,大雨~阵雨,东南风2级
2022-08-19 周五,32°,25°,多云~雷阵雨,东南风3级
2022-08-20 周六,33°,26°,阴~雷阵雨,东南风3级
2022-08-21 周日,31°,26°,小雨~多云,东南风3级
2022-08-22 周一,34°,26°,多云,西南风2级
2022-08-23 周二,36°,26°,多云,西北风2级
2022-08-24 周三,36°,26°,多云~大雨,东风3级
2022-08-25 周四,28°,25°,中雨,东南风4级
2022-08-26 周五,32°,25°,小雨~多云,东南风3级
2022-08-27 周六,34°,26°,多云,西南风2级
2022-08-28 周日,36°,26°,多云,南风2级
2022-08-29 周一,33°,26°,多云,东南风2级
2022-08-30 周二,31°,26°,大雨~雷阵雨,西南风1级
2022-08-31 周三,34°,25°,多云,东北风2级
2022-09-01 周四,31°,25°,多云,北风3级
2022-09-02 周五,31°,25°,多云~晴,北风3级
2022-09-03 周六,32°,24°,多云~晴,西北风3级
2022-09-04 周日,33°,24°,多云~晴,西北风3级
2022-09-05 周一,34°,24°,多云,西北风2级
2022-09-06 周二,35°,25°,多云~雷阵雨,东北风2级
2022-09-07 周三,32°,24°,多云~雷阵雨,东南风2级
2022-09-08 周四,34°,25°,多云~雷阵雨,东南风2级
2022-09-09 周五,34°,24°,多云,西北风2级
2022-09-10 周六,34°,24°,多云,南风1级
2022-09-11 周日,34°,24°,多云~晴,西北风2级
2022-09-12 周一,35°,24°,多云~晴,北风2级
2022-09-13 周二,36°,23°,晴,西北风2级
2022-09-14 周三,35°,23°,晴,西北风2级
2022-09-15 周四,35°,23°,晴,北风2级
2022-09-16 周五,35°,23°,晴,西北风2级
2022-09-17 周六,35°,24°,多云~晴,西北风1级
2022-09-18 周日,37°,25°,多云~晴,西风2级
2022-09-19 周一,35°,25°,多云,西北风2级
2022-09-20 周二,34°,24°,多云~雷阵雨,东南风2级
2022-09-21 周三,31°,25°,多云~雷阵雨,东南风2级
2022-09-22 周四,32°,24°,多云,东南风2级
2022-09-23 周五,32°,24°,多云,东北风2级
2022-09-24 周六,33°,25°,多云~晴,东风2级
2022-09-25 周日,34°,24°,多云~晴,东风2级
2022-09-26 周一,34°,24°,晴~多云,东北风2级
2022-09-27 周二,33°,24°,多云,东风2级
2022-09-28 周三,33°,25°,多云,东南风3级
2022-09-29 周四,33°,24°,阴~多云,东南风2级
2022-09-30 周五,31°,24°,中雨~多云,东南风3级
2022-10-01 周六,32°,24°,多云~雷阵雨,东南风2级
2022-10-02 周日,34°,24°,多云~晴,东南风3级
2022-10-03 周一,34°,25°,多云~晴,东南风2级
2022-10-04 周二,35°,24°,晴~雷阵雨,西南风1级
2022-10-05 周三,33°,24°,多云~雷阵雨,东南风2级
2022-10-06 周四,34°,23°,多云~雷阵雨,东南风2级
2022-10-07 周五,31°,23°,多云,北风2级
2022-10-08 周六,29°,21°,多云,东北风2级
2022-10-09 周日,30°,19°,多云~晴,北风3级
2022-10-10 周一,26°,16°,晴,东北风4级
2022-10-11 周二,27°,16°,晴,北风3级
2022-10-12 周三,29°,17°,晴,东北风2级
2022-10-13 周四,30°,16°,晴,北风2级
2022-10-14 周五,31°,18°,晴,东北风3级
2022-10-15 周六,31°,19°,晴,北风3级
2022-10-16 周日,31°,20°,多云,北风4级
2022-10-17 周一,29°,19°,多云~阴,北风4级
2022-10-18 周二,24°,15°,多云~小雨,东北风4级
2022-10-19 周三,25°,19°,多云,东北风3级
2022-10-20 周四,28°,19°,多云~晴,东北风2级
2022-10-21 周五,32°,19°,晴,东风1级
2022-10-22 周六,34°,20°,多云,东北风2级
2022-10-23 周日,34°,20°,晴,东北风2级
2022-10-24 周一,31°,18°,多云~晴,东风2级
2022-10-25 周二,30°,17°,多云~晴,东南风2级
2022-10-26 周三,29°,17°,晴,东南风2级
2022-10-27 周四,30°,18°,晴,东南风2级
2022-10-28 周五,30°,20°,晴,东北风2级
2022-10-29 周六,28°,20°,晴,东北风3级
2022-10-30 周日,28°,19°,晴~多云,北风4级
2022-10-31 周一,27°,19°,多云~阵雨,北风4级
2022-11-01 周二,26°,19°,多云~小雨,东北风4级
2022-11-02 周三,19°,18°,小雨,北风4级
2022-11-03 周四,20°,18°,小雨~阵雨,东北风3级
2022-11-04 周五,21°,17°,小雨,北风3级
2022-11-05 周六,20°,16°,多云~小雨,北风3级
2022-11-06 周日,19°,16°,小雨,东北风2级
2022-11-07 周一,21°,18°,小雨,东北风2级
2022-11-08 周二,21°,18°,小雨,东北风2级
2022-11-09 周三,27°,18°,多云,东北风1级
2022-11-10 周四,28°,19°,多云,东南风1级
2022-11-11 周五,30°,20°,多云~晴,东南风1级
2022-11-12 周六,29°,19°,多云~晴,东南风1级
2022-11-13 周日,31°,19°,晴~多云,东风1级
2022-11-14 周一,28°,20°,多云,东北风2级
2022-11-15 周二,27°,20°,多云~阴,东北风1级
2022-11-16 周三,26°,21°,多云~阴,东南风2级
2022-11-17 周四,27°,20°,多云~小雨,东南风2级
2022-11-18 周五,29°,20°,多云,东南风2级
2022-11-19 周六,29°,19°,多云,东北风2级
2022-11-20 周日,29°,20°,多云,东北风2级
2022-11-21 周一,29°,19°,多云~中雨,东南风2级
2022-11-22 周二,23°,20°,小雨,东风2级
2022-11-23 周三,22°,19°,小雨~中雨,东北风2级
2022-11-24 周四,22°,19°,中雨~小雨,东北风2级
2022-11-25 周五,22°,20°,小雨~中雨,东北风2级
2022-11-26 周六,22°,20°,小雨,东北风2级
2022-11-27 周日,25°,22°,多云,东南风3级
2022-11-28 周一,29°,22°,多云,东南风3级
2022-11-29 周二,28°,15°,多云~小雨,东南风2级
2022-11-30 周三,18°,9°,多云~阴,北风4级
2022-12-01 周四,12°,9°,多云~阴,北风4级
2022-12-02 周五,15°,10°,多云,北风3级
2022-12-03 周六,19°,12°,多云,北风2级
2022-12-04 周日,18°,12°,多云~阴,北风3级
2022-12-05 周一,14°,9°,多云,北风4级
2022-12-06 周二,15°,12°,多云~阴,北风3级
2022-12-07 周三,20°,11°,多云~晴,北风3级
2022-12-08 周四,22°,11°,多云~晴,北风3级
2022-12-09 周五,21°,12°,晴,北风3级
2022-12-10 周六,21°,11°,晴~多云,北风3级
2022-12-11 周日,16°,11°,多云,北风4级
2022-12-12 周一,17°,9°,晴~多云,北风4级
2022-12-13 周二,15°,10°,多云~阴,北风3级
2022-12-14 周三,14°,10°,多云~小雨,东北风3级
2022-12-15 周四,13°,12°,小雨,东北风2级
2022-12-16 周五,15°,8°,小雨~阴,北风3级
2022-12-17 周六,13°,4°,多云~晴,北风5级
2022-12-18 周日,14°,5°,晴,北风4级
2022-12-19 周一,19°,7°,晴~多云,东北风2级
2022-12-20 周二,20°,9°,晴~多云,东北风2级
2022-12-21 周三,20°,6°,多云~晴,北风4级
2022-12-22 周四,21°,8°,晴,东北风3级
2022-12-23 周五,22°,7°,多云~晴,东北风2级
2022-12-24 周六,22°,7°,晴,东北风3级
2022-12-25 周日,22°,6°,晴,东北风2级
2022-12-26 周一,22°,7°,晴,东北风2级
2022-12-27 周二,22°,8°,晴~多云,东北风2级
2022-12-28 周三,19°,9°,多云~阴,东北风3级
2022-12-29 周四,18°,9°,多云,北风3级
2022-12-30 周五,16°,7°,晴,北风3级
2022-12-31 周六,17°,9°,晴~多云,北风3级
2023-01-01 周日,19°,10°,多云,东北风2级
2023-01-02 周一,18°,11°,多云~阴,北风3级
2023-01-03 周二,18°,11°,多云~阵雨,北风3级
2023-01-04 周三,17°,13°,多云,东北风2级
2023-01-05 周四,24°,13°,多云~晴,东北风2级
2023-01-06 周五,22°,11°,多云~晴,北风3级
2023-01-07 周六,24°,14°,晴~小雨,东北风2级
2023-01-08 周日,20°,14°,多云~小雨,北风2级
2023-01-09 周一,16°,14°,小雨,北风2级
2023-01-10 周二,17°,15°,小雨,东北风2级
2023-01-11 周三,18°,16°,中雨~小雨,东北风2级
2023-01-12 周四,19°,18°,小雨,东北风2级
2023-01-13 周五,24°,20°,阴~多云,东南风2级
2023-01-14 周六,28°,13°,阴~小雨,西南风1级
2023-01-15 周日,13°,7°,阴,北风4级
2023-01-16 周一,9°,6°,阴~多云,北风4级
2023-01-17 周二,9°,7°,阴~多云,北风3级
2023-01-18 周三,15°,7°,多云~晴,北风3级
2023-01-19 周四,19°,8°,晴~多云,北风2级
2023-01-20 周五,21°,11°,晴~多云,东北风3级
2023-01-21 周六,21°,13°,多云~小雨,东南风1级
2023-01-22 周日,25°,14°,多云~阴,东北风1级
2023-01-23 周一,22°,11°,多云~阴,北风2级
2023-01-24 周二,15°,6°,多云,东北风5级
2023-01-25 周三,12°,8°,多云,东北风2级
2023-01-26 周四,18°,12°,晴~多云,东北风2级
2023-01-27 周五,13°,6°,多云~晴,北风4级
2023-01-28 周六,16°,4°,晴,北风3级
2023-01-29 周日,17°,4°,晴,北风3级
2023-01-30 周一,21°,6°,晴~多云,东北风1级
2023-01-31 周二,23°,13°,多云~阴,东南风1级
2023-02-01 周三,26°,15°,多云~阴,东北风1级
2023-02-02 周四,27°,15°,多云,东南风2级
2023-02-03 周五,22°,15°,多云~小雨,东南风1级
2023-02-04 周六,18°,15°,小雨~中雨,东北风1级
2023-02-05 周日,17°,14°,小雨,东北风2级
2023-02-06 周一,20°,16°,多云~小雨,西北风1级
2023-02-07 周二,22°,17°,多云~阴,东北风1级
2023-02-08 周三,22°,18°,多云~阴,东南风2级
2023-02-09 周四,25°,17°,多云~小雨,东南风2级
2023-02-10 周五,21°,19°,多云~阴,东南风1级
2023-02-11 周六,24°,19°,多云~阴,东南风3级
2023-02-12 周日,25°,18°,多云~小雨,东南风4级
2023-02-13 周一,25°,11°,小雨,东南风1级
2023-02-14 周二,16°,9°,多云,北风4级
2023-02-15 周三,18°,7°,晴,东北风3级
2023-02-16 周四,20°,9°,晴,东北风2级
2023-02-17 周五,24°,14°,多云,东南风1级
2023-02-18 周六,27°,15°,多云,东风1级
2023-02-19 周日,27°,13°,多云,北风3级
2023-02-20 周一,25°,12°,多云~晴,东北风3级
2023-02-21 周二,24°,10°,晴,东北风2级
2023-02-22 周三,23°,11°,晴,东北风1级
2023-02-23 周四,24°,12°,晴,西南风1级
2023-02-24 周五,24°,11°,晴~多云,北风3级
2023-02-25 周六,18°,9°,晴,东北风4级
2023-02-26 周日,21°,8°,多云~晴,东北风3级
2023-02-27 周一,22°,9°,晴,东北风2级
2023-02-28 周二,23°,11°,晴,东南风1级
2023-03-01 周三,26°,13°,晴,西北风1级
2023-03-02 周四,26°,12°,晴~多云,东北风2级
2023-03-03 周五,25°,14°,晴~多云,东南风2级
2023-03-04 周六,26°,13°,多云~晴,东北风2级
2023-03-05 周日,26°,11°,晴,东南风1级
2023-03-06 周一,26°,11°,晴,东南风2级
2023-03-07 周二,26°,13°,晴~多云,东南风3级
2023-03-08 周三,25°,15°,多云,西南风2级
2023-03-09 周四,29°,17°,晴~多云,东北风2级
2023-03-10 周五,27°,17°,多云,东南风3级
2023-03-11 周六,27°,16°,多云~阴,东南风3级
2023-03-12 周日,24°,15°,多云,东北风3级
2023-03-13 周一,22°,14°,多云,东北风2级
2023-03-14 周二,23°,15°,多云,东南风2级
2023-03-15 周三,26°,18°,多云,南风1级
2023-03-16 周四,27°,17°,多云,东南风3级
2023-03-17 周五,28°,16°,多云,东南风2级
2023-03-18 周六,28°,18°,多云,东南风1级
2023-03-19 周日,24°,20°,多云~阴,东南风3级
2023-03-20 周一,25°,21°,多云,东南风3级
2023-03-21 周二,24°,22°,多云~阴,东南风3级
2023-03-22 周三,26°,22°,多云~雷阵雨,东南风3级
2023-03-23 周四,29°,21°,多云~雷阵雨,东南风4级
2023-03-24 周五,24°,18°,大雨,东南风3级
2023-03-25 周六,24°,14°,中雨,东南风2级
2023-03-26 周日,16°,14°,多云~小雨,北风3级
2023-03-27 周一,14°,13°,中雨~阵雨,东北风2级
2023-03-28 周二,16°,14°,多云~雷阵雨,东北风2级
2023-03-29 周三,17°,15°,小雨~中雨,东北风2级
2023-03-30 周四,18°,17°,小雨,北风2级
2023-03-31 周五,18°,17°,小雨,北风2级
2023-04-01 周六,20°,19°,多云~阵雨,东北风1级
2023-04-02 周日,23°,20°,多云~阵雨,东南风3级
2023-04-03 周一,24°,21°,多云~雷阵雨,东南风4级
2023-04-04 周二,24°,21°,小雨~中雨,东南风4级
2023-04-05 周三,26°,19°,多云~大雨,东南风3级
2023-04-06 周四,28°,17°,小雨~阵雨,西北风1级
2023-04-07 周五,25°,16°,多云,北风3级
2023-04-08 周六,21°,17°,多云,东北风3级
2023-04-09 周日,23°,17°,多云~阵雨,东北风1级
2023-04-10 周一,22°,19°,多云,东南风2级
2023-04-11 周二,26°,20°,多云,东南风3级
2023-04-12 周三,29°,20°,多云,东南风2级
2023-04-13 周四,26°,22°,多云,东南风3级
2023-04-14 周五,27°,21°,多云~雷阵雨,南风3级
2023-04-15 周六,29°,19°,多云,北风3级
2023-04-16 周日,33°,20°,晴~多云,东南风1级
2023-04-17 周一,31°,22°,多云,东南风4级
2023-04-18 周二,27°,21°,阴~雷阵雨,东南风4级
2023-04-19 周三,27°,22°,大雨~中雨,西南风3级
2023-04-20 周四,30°,22°,多云~雷阵雨,东南风1级
2023-04-21 周五,26°,23°,多云~雷阵雨,东南风3级
2023-04-22 周六,27°,23°,多云~雷阵雨,东南风3级
2023-04-23 周日,29°,23°,多云~雷阵雨,东南风3级
2023-04-24 周一,25°,20°,暴雨~小雨,东北风1级
2023-04-25 周二,20°,16°,多云~阵雨,西北风3级
2023-04-26 周三,26°,17°,多云,北风3级
2023-04-27 周四,26°,20°,多云,东南风2级
2023-04-28 周五,28°,23°,多云~雷阵雨,东南风3级
2023-04-29 周六,26°,18°,大雨~多云,西北风3级
2023-04-30 周日,28°,20°,多云,北风3级
2023-05-01 周一,26°,19°,多云,东南风2级
2023-05-02 周二,27°,22°,多云,东南风3级
2023-05-03 周三,29°,23°,多云,东南风3级
2023-05-04 周四,31°,25°,阴~多云,东南风3级
2023-05-05 周五,30°,25°,多云,南风3级
2023-05-06 周六,29°,20°,多云~大雨,南风3级
2023-05-07 周日,26°,20°,暴雨~小雨,东北风2级
2023-05-08 周一,23°,21°,多云~阵雨,北风3级
2023-05-09 周二,25°,21°,多云~阴,东北风2级
2023-05-10 周三,26°,21°,多云~阴,东南风2级
2023-05-11 周四,23°,21°,阴~阵雨,东北风2级
2023-05-12 周五,21°,20°,小雨,西北风2级
2023-05-13 周六,25°,20°,多云~中雨,北风1级
2023-05-14 周日,26°,20°,多云,西北风1级
2023-05-15 周一,30°,20°,多云,南风1级
2023-05-16 周二,28°,23°,多云~雷阵雨,南风3级
2023-05-17 周三,32°,24°,多云~雷阵雨,西南风3级
2023-05-18 周四,35°,25°,阴~中雨,西南风1级
2023-05-19 周五,33°,25°,中雨~多云,东南风2级
2023-05-20 周六,33°,26°,多云,东南风3级
2023-05-21 周日,34°,27°,多云,南风3级
2023-05-22 周一,34°,23°,中雨,西南风2级
2023-05-23 周二,26°,23°,多云~阵雨,东北风2级
2023-05-24 周三,27°,22°,中雨~雷阵雨,东南风1级
2023-05-25 周四,32°,26°,多云,东南风3级
2023-05-26 周五,33°,26°,多云,东南风3级
2023-05-27 周六,34°,27°,多云~晴,东南风3级
2023-05-28 周日,33°,26°,多云~晴,东南风2级
2023-05-29 周一,35°,26°,晴,西风1级
2023-05-30 周二,38°,28°,晴,西北风2级
2023-05-31 周三,37°,27°,多云~雷阵雨,北风3级
日期,最高温度,最低温度,天气,风向
